year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,owner_category,price_category,Cluster
2015,509999,5.225420239416486e+20,1,Individual,1.7419696747025504,First Owner,13949.686916515871,1783079273721.5332,25578322.261977848,1,2,3
2015,575000,8.842948294874742e+20,1,Individual,1.7419696747025504,Second Owner,12652.55897312143,1540246138753.0283,47733831.411864385,2,2,7
2012,700000,4.0195775542637344e+20,1,Individual,1.7419696747025504,First Owner,11435.665747875099,1765431516819.7524,45250206.72068493,1,2,3
2008,105000,8.039053171439575e+20,2,Individual,1.7419696747025504,Third Owner,15915.437511144559,751038450105.3885,27510030.355117418,2,1,6
2008,60000,6.431262924569239e+20,2,Individual,1.7419696747025504,Second Owner,14043.294087688666,563972226946.5116,15683246.111405745,2,1,0
2008,112999,6.431262924569239e+20,2,Individual,1.7419696747025504,Third Owner,16450.33563213196,563972226946.5116,19349549.226956364,2,1,0
2015,229999,9.64684341830991e+20,1,Individual,1.7419696747025504,Second Owner,16049.162041391413,993871585073.8932,28692708.779488586,2,1,6
2012,325000,1.2058528788615416e+21,1,Individual,1.7419696747025504,First Owner,16650.922427502235,989636123417.4658,27904256.496574473,1,1,6
2017,650000,1.60789218395823e+20,2,Individual,1.7419696747025504,First Owner,15714.850715774288,847042247651.0764,33356404.032925557,1,2,6
2009,85000,6.431262924569239e+20,1,Individual,1.7419696747025504,Second Owner,14645.054473799486,993871585073.8932,28692708.779488586,2,1,2
2015,570000,7.476326585034956e+20,1,Individual,1.7419696747025504,Second Owner,19659.72435805635,1059521240748.518,39967576.425160386,2,2,9
2015,525000,1.0772296591119145e+21,1,Individual,1.7419696747025504,First Owner,20127.760213920323,883043671730.7094,30269613.345316812,1,2,4
2013,350000,7.235158048004406e+20,2,Individual,1.7419696747025504,Second Owner,15647.988450650862,847042247651.0764,33758514.69721176,2,1,6
2007,250000,4.823472677698902e+20,2,Individual,1.7419696747025504,First Owner,14377.605413305791,847042247651.0764,34606100.901344426,1,1,6
2010,300000,9.64684341830991e+20,1,Individual,1.7419696747025504,Second Owner,12639.186520096744,1759078324335.111,38548362.31591498,2,1,3
2017,1325000,2.411787307393398e+20,1,Individual,1.7419696747025504,First Owner,14711.916738922917,1382828147189.1433,68115322.92519417,1,3,7
2017,650000,1.7847491111139672e+20,1,Individual,1.7419696747025504,First Owner,18349.223961637224,987518392589.252,36076564.408979245,1,2,9
2018,520000,4.824390111489951e+19,2,Individual,1.7419696747025504,First Owner,15915.437511144559,847042247651.0764,33368230.817169268,1,2,6
2016,500000,2.5725663320804318e+20,2,Individual,1.7419696747025504,First Owner,16918.371487995933,847042247651.0764,33344577.248681847,1,1,6
2016,220000,7.235158048004406e+20,2,Individual,1.7419696747025504,First Owner,20107.701534383297,566089957774.7252,22109132.21715575,1,1,0
2017,650000,6.270483899882204e+20,1,Individual,1.7419696747025504,Third Owner,22060.079675987297,883043671730.7094,35985892.39644412,2,2,4
2017,819999,9.64776085210096e+19,2,Individual,1.7419696747025504,First Owner,14979.365799416611,848454068203.2189,36064737.624735534,1,2,6
2016,645000,9.64684341830991e+20,1,Individual,1.7419696747025504,First Owner,16564.001482841784,1033402560533.8823,34133029.53159596,1,2,9
2015,780000,3.215682430828566e+20,1,Individual,1.7419696747025504,First Owner,19673.096811081035,883043671730.7094,35985892.39644412,1,2,4
2008,215000,8.842948294874742e+20,2,Individual,1.7419696747025504,Second Owner,15113.090329663462,1058815330472.4467,31846517.91114503,2,1,2
2007,600000,2.0901375146402264e+21,1,Individual,1.7419696747025504,Third Owner,11836.83933861565,1762607875715.4673,41307945.306114376,2,2,3
2011,114999,8.039970605230624e+19,2,Individual,1.7419696747025504,First Owner,16450.33563213196,563972226946.5116,19349549.226956364,1,1,0
2012,75000,9.64776085210096e+19,2,Individual,1.7419696747025504,First Owner,14538.074849602011,844218606546.7915,26485042.38732908,1,1,6
2011,120000,4.823472677698902e+20,2,Individual,1.7419696747025504,First Owner,15714.850715774288,848454068203.2189,32398434.50918491,1,1,6
2016,250000,3.296071943172083e+20,2,Individual,1.7419696747025504,First Owner,20107.701534383297,566089957774.7252,22109132.21715575,1,1,0
2018,200000,2.0098397456758142e+20,2,Individual,1.7419696747025504,First Owner,14511.329943552642,563972226946.5116,14579412.915325988,1,1,0
2015,380000,2.411787307393398e+20,2,Individual,1.7419696747025504,First Owner,16049.162041391413,847042247651.0764,33423422.476973258,1,1,6
2018,560000,4.0195775542637344e+20,1,Individual,1.7419696747025504,First Owner,20528.933804660872,1059521240748.518,39967576.425160386,1,2,9
2018,575000,8.039970605230624e+19,2,Individual,1.7419696747025504,First Owner,17245.996587100715,847042247651.0764,33344577.248681847,1,2,6
2017,620000,3.215682430828566e+20,1,Individual,1.7419696747025504,First Owner,14310.743148182366,1055991689368.1617,28692708.779488586,1,2,2
2012,525000,9.64684341830991e+20,1,Individual,1.7419696747025504,First Owner,11335.37235018996,1540246138753.0283,48404015.85234138,1,2,7
2017,635000,3.215682430828566e+20,1,Individual,1.7419696747025504,First Owner,21057.14569913593,883043671730.7094,30269613.345316812,1,2,4
2016,650000,6.431262924569239e+20,1,Individual,1.7419696747025504,First Owner,16463.708085156646,1033402560533.8823,43850703.91851239,1,2,9
2001,39000,3.385143522848699e+20,2,Individual,1.7419696747025504,First Owner,14043.294087688666,563972226946.5116,15683246.111405745,1,1,0
2017,550000,5.6273678011340705e+20,1,Individual,1.7419696747025504,Second Owner,20548.992484197897,1059521240748.518,40125266.88174321,2,2,9
2009,145000,1.2058528788615416e+21,1,Individual,1.7419696747025504,Third Owner,17386.407343859908,883043671730.7094,30230190.73117111,2,1,6
2007,130000,8.039053171439575e+20,1,Individual,1.7419696747025504,Third Owner,14043.294087688666,993871585073.8932,28692708.779488586,2,1,2
2017,825000,6.35087341222572e+20,1,Dealer,1.7419696747025504,First Owner,20308.288329753574,883043671730.7094,35985892.39644412,1,2,4
2015,1650000,7.315547560347924e+20,1,Dealer,1.8193827268431275,Second Owner,11669.683675807086,2107092090438.2295,67523983.7130086,2,3,1
2018,875000,4.0195775542637344e+20,1,Dealer,1.7419696747025504,First Owner,19525.9998278095,883043671730.7094,35985892.39644412,1,2,4
2016,650000,6.511652436912755e+20,1,Dealer,1.7419696747025504,Second Owner,22060.079675987297,883043671730.7094,35985892.39644412,2,2,4
2014,2000000,4.099967066607251e+20,1,Individual,1.8193827268431275,First Owner,13133.96728201009,2114857103475.0132,107892740.5982111,1,3,1
2018,2850000,2.1706187703628477e+20,1,Dealer,1.8193827268431275,First Owner,14678.485606361204,1410358647955.9214,73634488.90559296,1,3,1
2018,2800000,2.0902292580193308e+20,1,Dealer,1.8193827268431275,First Owner,13795.903706731993,1391299070501.998,69822322.11770323,1,3,1
2018,3900000,1.3747625981620316e+20,1,Dealer,1.8193827268431275,First Owner,18309.10660256317,1410358647955.9214,75108894.67464235,1,3,1
2013,246000,4.501914628324835e+20,1,Dealer,1.7419696747025504,First Owner,18055.029995094155,883043671730.7094,30269613.345316812,1,1,4
2013,325000,4.823472677698902e+20,1,Dealer,1.7419696747025504,Second Owner,19793.4488883032,1059521240748.518,39979403.209404096,2,1,9
2019,1450000,1.7686712086452637e+20,2,Dealer,1.8193827268431275,First Owner,13976.43182256524,967752904859.2576,64173061.51062361,1,3,5
2017,850000,2.411787307393398e+20,2,Dealer,1.8193827268431275,First Owner,13575.258231824691,1058815330472.4467,47339605.270407334,1,2,5
2015,560000,3.45693135737146e+20,1,Dealer,1.7419696747025504,First Owner,18168.695845803973,1059521240748.518,43909837.83973094,1,2,9
2015,575000,4.823472677698902e+20,1,Dealer,1.7419696747025504,First Owner,20308.288329753574,883043671730.7094,35985892.39644412,1,2,4
2019,470000,7.236075481795455e+19,2,Dealer,1.8193827268431275,First Owner,17740.777349014057,706566102712.9009,27525799.4007757,1,1,8
2014,221000,5.225420239416486e+20,1,Dealer,1.7419696747025504,First Owner,16042.47581487907,993871585073.8932,28302424.8994461,1,1,6
2014,680000,7.63710560972199e+20,1,Dealer,1.7419696747025504,First Owner,11963.877642350155,1762607875715.4673,40756028.708074495,1,2,3
2013,700000,4.984251702385936e+20,1,Dealer,1.7419696747025504,First Owner,12037.426133985922,1766137427095.8232,56682764.82293955,1,2,7
2016,1950000,3.8587985295767005e+20,1,Dealer,1.8193827268431275,First Owner,9296.073263925504,1402593634919.1377,72451810.4812218,1,3,1
2015,875000,5.788146825821104e+20,1,Dealer,1.8193827268431275,First Owner,14651.74070031183,1118817703938.5015,50848217.929375134,1,2,5
2017,850000,2.8137348691109822e+20,1,Individual,1.7419696747025504,Third Owner,17988.16772997073,1118817703938.5015,50848217.929375134,2,2,9
2013,550000,8.087286878845685e+20,1,Individual,1.7419696747025504,Third Owner,16958.48884706999,1033402560533.8823,34133029.53159596,2,2,9
2013,480000,8.441000733157158e+20,1,Individual,1.7419696747025504,Third Owner,18924.239441698675,883043671730.7094,30269613.345316812,2,1,4
2017,1050000,7.235158048004406e+20,1,Individual,1.7419696747025504,First Owner,13575.258231824691,1540246138753.0283,48404015.85234138,1,3,7
2016,631000,7.426887034943694e+20,1,Individual,1.7419696747025504,First Owner,13949.686916515871,1783079273721.5332,25578322.261977848,1,2,3
2015,165000,2.0098397456758142e+20,2,Individual,1.7419696747025504,First Owner,20261.484744167174,442555659462.2592,15880359.182134273,1,1,0
2010,320000,4.823472677698902e+20,2,Individual,1.7419696747025504,Second Owner,17386.407343859908,847042247651.0764,34921481.81451007,2,1,6
2012,360000,8.039053171439575e+20,2,Individual,1.7419696747025504,Second Owner,15647.988450650862,847042247651.0764,34921481.81451007,2,1,6
2004,130000,8.039053171439575e+20,2,Individual,1.8193827268431275,Second Owner,15915.437511144559,883043671730.7094,30269613.345316812,2,1,8
2006,175000,2.0098397456758142e+20,2,Individual,1.7419696747025504,Third Owner,11970.563868862497,1269176592741.6743,51163598.84254077,2,1,7
2016,725000,9.64684341830991e+20,1,Individual,1.7419696747025504,First Owner,18349.223961637224,987518392589.252,36076564.408979245,1,2,9
2014,280000,1.4872161720638505e+21,1,Individual,1.7419696747025504,Third Owner,16316.611101885108,883043671730.7094,30663839.486773867,2,1,6
2011,325000,1.0772296591119145e+21,1,Individual,1.7419696747025504,Second Owner,18034.97131555713,848454068203.2189,30230190.73117111,2,1,4
2014,320000,9.64684341830991e+20,1,Individual,1.7419696747025504,Third Owner,16650.922427502235,989636123417.4658,27923967.803647324,2,1,6
2018,500000,9.64684341830991e+20,2,Individual,1.7419696747025504,First Owner,15915.437511144559,847042247651.0764,33368230.817169268,1,1,6
2014,825000,1.3264371473768168e+21,1,Individual,1.7419696747025504,Second Owner,13374.671436454419,1540246138753.0283,56288538.6814825,2,2,7
2016,350000,9.64684341830991e+20,1,Individual,1.7419696747025504,Third Owner,18790.514911451824,883043671730.7094,30245959.776829384,2,1,4
2011,470000,7.15476853566089e+20,1,Individual,1.7419696747025504,First Owner,18656.790381204977,987518392589.252,36577231.6086297,1,1,9
2009,125000,9.64684341830991e+20,1,Individual,1.7419696747025504,Third Owner,16116.024306514833,1033402560533.8823,26721578.07220331,2,1,6
2006,140000,9.64684341830991e+20,2,Individual,1.8193827268431275,First Owner,12037.426133985922,1269176592741.6743,51163598.84254077,1,1,5
2013,484999,4.0195775542637344e+20,1,Individual,1.7419696747025504,First Owner,20528.933804660872,1059521240748.518,39967576.425160386,1,1,9
2018,308000,1.2059446222406463e+20,2,Individual,1.7419696747025504,First Owner,19793.4488883032,563972226946.5116,19743775.36841342,1,1,0
2019,570000,1.0451655975536127e+20,2,Individual,1.7419696747025504,First Owner,15915.437511144559,847042247651.0764,33368230.817169268,1,2,6
2010,900000,1.9293584899531926e+21,1,Individual,1.7419696747025504,First Owner,10967.629892011122,2107092090438.2295,68509549.06665124,1,2,3
2017,1800000,3.61762999254615e+20,1,Individual,1.7419696747025504,First Owner,14177.018617935517,1382828147189.1433,68115322.92519417,1,3,7
2005,400000,2.411787307393398e+20,1,Individual,1.7419696747025504,Second Owner,15915.437511144559,883043671730.7094,30269613.345316812,2,1,6
2018,680000,2.2510082827063643e+20,2,Individual,1.8193827268431275,First Owner,17459.95583549567,847042247651.0764,33344577.248681847,1,2,8
2017,700000,5.6273678011340705e+20,1,Individual,1.7419696747025504,First Owner,22267.352697869912,883043671730.7094,30277497.868145946,1,2,4
2011,240000,9.325285368935843e+20,1,Individual,1.7419696747025504,First Owner,12639.186520096744,1765431516819.7524,45250206.72068493,1,1,3
2014,280000,7.235158048004406e+20,2,Individual,1.7419696747025504,First Owner,17386.407343859908,576678611915.7937,22858161.885924164,1,1,0
2010,125000,9.64684341830991e+20,1,Individual,1.7419696747025504,Second Owner,14645.054473799486,993871585073.8932,29086934.92094564,2,1,2
2009,130000,8.039053171439575e+20,1,Individual,1.7419696747025504,Third Owner,15915.437511144559,883043671730.7094,30269613.345316812,2,1,6
2013,1200000,5.828341581992862e+20,1,Individual,1.8193827268431275,Second Owner,18857.37717657525,1402593634919.1377,60230800.096053064,2,3,5
2013,400000,9.64684341830991e+20,1,Individual,1.7419696747025504,Second Owner,17011.97865916873,1130112268355.6414,41938707.13244566,2,1,9
2014,850000,9.64684341830991e+20,1,Individual,1.7419696747025504,First Owner,13374.671436454419,1540246138753.0283,56288538.6814825,1,2,7
2014,475000,6.672431461599788e+20,1,Individual,1.7419696747025504,Second Owner,18349.223961637224,987518392589.252,36076564.408979245,2,1,9
2003,150000,3.215682430828566e+20,2,Individual,1.7419696747025504,Third Owner,12772.911050343595,1129406358079.57,37365683.89154382,2,1,2
2018,2900000,3.698019504889667e+20,1,Individual,1.7419696747025504,First Owner,12799.655956392964,1946850457770.0593,69889340.56175093,1,3,3
2015,1100000,1.1013465128149696e+21,1,Individual,1.7419696747025504,First Owner,11963.877642350155,1762607875715.4673,40756028.708074495,1,3,3
2017,285000,2.0098397456758142e+20,2,Individual,1.7419696747025504,Second Owner,19793.4488883032,563972226946.5116,19743775.36841342,2,1,0
2018,650000,4.0195775542637344e+20,1,Individual,1.7419696747025504,First Owner,19325.413032439228,839277234614.2928,30257786.561073095,1,2,4
2012,275000,4.823472677698902e+20,2,Individual,1.7419696747025504,First Owner,15982.299776267982,706566102712.9009,27155226.827806067,1,1,6
2000,60000,8.039053171439575e+20,2,Individual,1.7419696747025504,Second Owner,14043.294087688666,563972226946.5116,15683246.111405745,2,1,0
2011,229999,8.441000733157158e+20,1,Individual,1.7419696747025504,Second Owner,16116.024306514833,1033402560533.8823,26721578.07220331,2,1,6
2015,300000,1.60789218395823e+20,2,Individual,1.7419696747025504,First Owner,19291.981899877515,706566102712.9009,27529741.66219027,1,1,4
2016,940000,4.0195775542637344e+20,1,Individual,1.7419696747025504,First Owner,19673.096811081035,883043671730.7094,35985892.39644412,1,2,4
2015,600000,9.64684341830991e+20,1,Individual,1.7419696747025504,Second Owner,20803.069091666915,883043671730.7094,35985892.39644412,2,2,4
2017,800000,5.6273678011340705e+20,1,Individual,1.7419696747025504,First Owner,21592.043820123323,883043671730.7094,30269613.345316812,1,2,4
2017,580000,7.235158048004406e+20,1,Individual,1.7419696747025504,Second Owner,18462.889812347043,1033402560533.8823,34527255.67305301,2,2,9
2018,450000,6.029315362851654e+20,2,Individual,1.7419696747025504,First Owner,16851.509222872508,848454068203.2189,34211874.75988737,1,1,6
2011,290000,6.63223670542803e+20,1,Individual,1.7419696747025504,Second Owner,14324.115601207048,1407535006851.6365,49862652.575732484,2,1,7
2014,530000,8.842948294874742e+20,1,Individual,1.7419696747025504,First Owner,20528.933804660872,1059521240748.518,39967576.425160386,1,2,9
2019,960000,1.60789218395823e+20,1,Individual,1.7419696747025504,First Owner,19325.413032439228,987518392589.252,36088391.193222955,1,2,9
2009,290000,8.842948294874742e+20,2,Individual,1.7419696747025504,Third Owner,14645.054473799486,1058815330472.4467,47615563.569427274,2,1,2
2008,160000,8.039053171439575e+20,1,Individual,1.7419696747025504,First Owner,13174.084641084146,1412476378784.135,27904256.496574473,1,1,7
2017,400000,4.1803565789507676e+20,2,Individual,1.7419696747025504,First Owner,17740.777349014057,706566102712.9009,27510030.355117418,1,1,0
2017,700000,7.235158048004406e+20,1,Individual,1.7419696747025504,First Owner,19525.9998278095,883043671730.7094,35985892.39644412,1,2,4
2012,361000,7.235158048004406e+20,1,Individual,1.7419696747025504,First Owner,17011.97865916873,1130112268355.6414,41938707.13244566,1,1,9
2013,390000,4.260746091294285e+20,1,Individual,1.7419696747025504,Second Owner,17921.305464847304,987518392589.252,36088391.193222955,2,1,9
2012,200000,1.447021415892092e+21,1,Individual,1.7419696747025504,First Owner,15581.126185527437,883043671730.7094,30663839.486773867,1,1,6
2013,500000,4.260746091294285e+20,1,Individual,1.7419696747025504,First Owner,18589.92811608155,883043671730.7094,30269613.345316812,1,1,4
2011,200000,4.0678112616698446e+20,2,Individual,1.7419696747025504,First Owner,16450.33563213196,563972226946.5116,19349549.226956364,1,1,0
2015,680000,4.0195775542637344e+20,2,Individual,1.7419696747025504,First Owner,13876.138424880104,1060227151024.5892,44619444.89435365,1,2,2
2013,235000,4.1803565789507676e+20,2,Dealer,1.7419696747025504,First Owner,19793.4488883032,563972226946.5116,19743775.36841342,1,1,0
2018,1700000,1.2059446222406463e+20,1,Individual,1.7419696747025504,First Owner,13374.671436454419,1540246138753.0283,61362229.12203481,1,3,7
2015,1200000,4.0195775542637344e+20,1,Individual,1.8193827268431275,Second Owner,13976.43182256524,1540246138753.0283,56288538.6814825,2,3,1
2014,630000,4.501914628324835e+20,1,Individual,1.7419696747025504,Second Owner,20060.8979487969,1059521240748.518,39967576.425160386,2,2,9
2018,640000,6.592041949256272e+20,1,Individual,1.7419696747025504,First Owner,20548.992484197897,1059521240748.518,40125266.88174321,1,2,9
2014,355000,9.727232930653427e+20,2,Dealer,1.7419696747025504,First Owner,16049.162041391413,847042247651.0764,33423422.476973258,1,1,6
2012,560000,8.192034413429287e+20,1,Individual,1.7419696747025504,Second Owner,11335.37235018996,1540246138753.0283,48404015.85234138,2,2,7
2018,580000,9.64684341830991e+20,1,Individual,1.7419696747025504,First Owner,18924.239441698675,883043671730.7094,30269613.345316812,1,2,4
2010,185000,6.87887172929794e+20,1,Dealer,1.7419696747025504,First Owner,15647.988450650862,989636123417.4658,27904256.496574473,1,1,6
2019,660000,8.039970605230624e+19,2,Individual,1.8193827268431275,First Owner,17586.99413923018,847042247651.0764,33857071.23257602,1,2,8
2014,220000,8.039970605230624e+19,2,Individual,1.7419696747025504,First Owner,16851.509222872508,706566102712.9009,27923967.803647324,1,1,0
2007,150000,4.823472677698902e+20,2,Individual,1.7419696747025504,Fourth & Above Owner,15260.187312934999,768686207007.1694,25578322.261977848,3,1,6
2011,484999,6.431262924569239e+20,1,Individual,1.7419696747025504,Second Owner,12304.875194479619,1540246138753.0283,46432885.1450561,2,1,7
2019,509999,8.039970605230624e+19,2,Individual,1.7419696747025504,First Owner,17459.95583549567,847042247651.0764,33344577.248681847,1,2,6
2014,515000,4.823472677698902e+20,1,Individual,1.7419696747025504,First Owner,13949.686916515871,1783079273721.5332,25578322.261977848,1,2,3
2014,1250000,3.3764614555156e+20,2,Individual,1.8193827268431275,First Owner,11235.078952504824,1127994537527.4275,48679974.151361324,1,3,5
2014,350000,4.0195775542637344e+20,1,Individual,1.7419696747025504,Fourth & Above Owner,15447.401655280588,883043671730.7094,30190768.117025398,3,1,6
2018,375000,9.245813290383375e+19,2,Individual,1.7419696747025504,First Owner,19291.981899877515,706566102712.9009,27529741.66219027,1,1,4
2019,950000,1.2059446222406463e+20,1,Individual,1.7419696747025504,First Owner,18055.029995094155,987518392589.252,36064737.624735534,1,2,9
2015,615000,2.5725663320804318e+20,1,Individual,1.7419696747025504,First Owner,21057.14569913593,883043671730.7094,30269613.345316812,1,2,4
2011,275000,4.0195775542637344e+20,2,Individual,1.7419696747025504,First Owner,15714.850715774288,847042247651.0764,34921481.81451007,1,1,6
2020,7200000,4.020494988054784e+19,1,Individual,1.8193827268431275,First Owner,12224.640476331511,2114857103475.0132,105566806.3636145,1,3,1
2017,400000,8.039970605230624e+19,2,Individual,1.7419696747025504,First Owner,13555.199552287664,846336337375.0051,29875387.203859758,1,1,6
2019,930000,1.2059446222406463e+20,1,Individual,1.7419696747025504,First Owner,20060.8979487969,883043671730.7094,35985892.39644412,1,2,4
2012,310000,8.039053171439575e+20,2,Individual,1.7419696747025504,First Owner,16049.162041391413,847042247651.0764,34921481.81451007,1,1,6
2012,320000,9.64684341830991e+20,1,Individual,1.7419696747025504,First Owner,15915.437511144559,883043671730.7094,30269613.345316812,1,1,6
2016,1670000,2.0098397456758142e+20,1,Individual,1.7419696747025504,Second Owner,12425.227271701784,1691310937832.2727,59363502.58484755,2,3,7
2013,356000,5.6273678011340705e+20,1,Individual,1.7419696747025504,Second Owner,18924.239441698675,883043671730.7094,30269613.345316812,2,1,4
2013,500000,2.5725663320804318e+20,2,Individual,1.7419696747025504,First Owner,14511.329943552642,1058815330472.4467,46945379.128950275,1,1,2
2018,409999,2.8137348691109822e+20,2,Individual,1.7419696747025504,Second Owner,19218.433408241744,848454068203.2189,34211874.75988737,2,1,4
2019,980000,4.0195775542637344e+20,1,Individual,1.7419696747025504,First Owner,19525.9998278095,883043671730.7094,35985892.39644412,1,2,4
2005,150000,8.039053171439575e+20,1,Individual,1.7419696747025504,Second Owner,12371.737459603044,1783079273721.5332,25933125.7892892,2,1,3
2019,750000,2.4930942535279636e+19,2,Individual,1.8193827268431275,First Owner,15447.401655280588,848454068203.2189,36064737.624735534,1,2,8
2013,500000,4.823472677698902e+20,2,Individual,1.8193827268431275,First Owner,12438.59972472647,1271294323569.8882,63286052.69234525,1,1,5
2013,355000,1.366631903548575e+21,1,Individual,1.7419696747025504,First Owner,18589.92811608155,883043671730.7094,30269613.345316812,1,1,4
2011,200000,4.0195775542637344e+20,1,Individual,1.7419696747025504,Second Owner,14645.054473799486,993871585073.8932,29086934.92094564,2,1,2
2008,370000,9.64684341830991e+20,1,Individual,1.7419696747025504,Second Owner,11836.83933861565,1762607875715.4673,41307945.306114376,2,1,3
2015,450000,1.60789218395823e+20,2,Individual,1.7419696747025504,First Owner,16049.162041391413,847042247651.0764,33423422.476973258,1,1,6
2015,486000,8.039970605230624e+19,2,Individual,1.7419696747025504,First Owner,15915.437511144559,847042247651.0764,33423422.476973258,1,1,6
2011,242000,9.64684341830991e+20,1,Individual,1.7419696747025504,First Owner,17653.856404353606,883043671730.7094,36104160.23888123,1,1,6
2018,580000,2.0098397456758142e+20,2,Individual,1.7419696747025504,First Owner,15915.437511144559,847042247651.0764,33368230.817169268,1,2,6
2014,500000,1.0450738541745078e+21,1,Individual,1.7419696747025504,Second Owner,18503.0071714211,1059521240748.518,39963634.16374581,2,1,9
2004,170000,9.64684341830991e+20,2,Individual,1.7419696747025504,Second Owner,15915.437511144559,883043671730.7094,30269613.345316812,2,1,6
2013,300000,3.215682430828566e+20,1,Individual,1.7419696747025504,First Owner,14785.46523055868,1055991689368.1617,40519493.023200266,1,1,2
2016,710000,4.823472677698902e+20,1,Individual,1.7419696747025504,First Owner,15353.794484107793,1783079273721.5332,25933125.7892892,1,2,3
2012,220000,5.6273678011340705e+20,1,Individual,1.7419696747025504,Third Owner,17225.937907563686,848454068203.2189,30663839.486773867,2,1,6
2020,654000,8.049144943141109e+18,2,Individual,1.8193827268431275,First Owner,17459.95583549567,847042247651.0764,33344577.248681847,1,2,8
2019,835000,8.039970605230624e+19,2,Individual,1.8193827268431275,First Owner,13200.829547133515,1130112268355.6414,41781016.67586284,1,2,5
2010,250000,3.778409017233183e+20,2,Individual,1.7419696747025504,First Owner,13508.395966701268,1128700447803.4988,40913719.16465732,1,1,2
2019,600000,1.4471131592711968e+20,2,Individual,1.7419696747025504,First Owner,17459.95583549567,847042247651.0764,33344577.248681847,1,2,6
2016,459999,4.823472677698902e+20,2,Individual,1.7419696747025504,First Owner,17219.251681051348,847042247651.0764,33872840.278234296,1,1,6
2018,275000,1.60789218395823e+20,2,Individual,1.7419696747025504,First Owner,18663.47660771732,707272012988.972,27510030.355117418,1,1,0
2017,408000,4.823472677698902e+20,2,Individual,1.7419696747025504,First Owner,15420.656749231219,846336337375.0051,35315707.95596712,1,1,6
2018,1200000,2.0098397456758142e+20,1,Individual,1.7419696747025504,First Owner,13374.671436454419,1540246138753.0283,61362229.12203481,1,3,7
2014,375000,4.1803565789507676e+20,2,Individual,1.7419696747025504,First Owner,16049.162041391413,847042247651.0764,33368230.817169268,1,1,6
2006,94500,3.5372404802026334e+20,2,Individual,1.7419696747025504,First Owner,16450.33563213196,563972226946.5116,19349549.226956364,1,1,0
2011,300000,1.36672364692768e+20,2,Individual,1.7419696747025504,First Owner,14290.684468645335,847748157927.1477,30230190.73117111,1,1,6
2009,350000,2.8137348691109822e+20,2,Individual,1.7419696747025504,First Owner,14645.054473799486,1058815330472.4467,47615563.569427274,1,1,2
2011,975000,9.64684341830991e+20,1,Individual,1.7419696747025504,Third Owner,10967.629892011122,2107092090438.2295,68509549.06665124,2,2,3
2015,600000,8.039053171439575e+20,2,Individual,1.7419696747025504,First Owner,15714.850715774288,847042247651.0764,33356404.032925557,1,2,6
2014,700000,2.411695564014293e+21,1,Individual,1.7419696747025504,Second Owner,11963.877642350155,1762607875715.4673,40756028.708074495,2,2,3
2017,640000,7.235158048004406e+20,1,Individual,1.7419696747025504,First Owner,14310.743148182366,1055991689368.1617,28692708.779488586,1,2,2
2017,1110000,1.495255123298202e+21,1,Individual,1.7419696747025504,First Owner,16430.276952594933,1118817703938.5015,50848217.929375134,1,3,2
2014,570000,6.35087341222572e+20,1,Individual,1.7419696747025504,Second Owner,17165.761868952603,883043671730.7094,36088391.193222955,2,2,6
2010,451999,9.64684341830991e+20,1,Individual,1.7419696747025504,First Owner,11836.83933861565,1762607875715.4673,41307945.306114376,1,1,3
2016,240000,4.767200019058441e+20,2,Individual,1.7419696747025504,First Owner,20107.701534383297,566089957774.7252,22109132.21715575,1,1,0
2014,680000,9.64684341830991e+20,1,Individual,1.7419696747025504,First Owner,13575.258231824691,1783079273721.5332,30663839.486773867,1,2,3
2015,350000,4.823472677698902e+20,1,Individual,1.7419696747025504,First Owner,18623.359248643264,883043671730.7094,30269613.345316812,1,1,4
2012,360000,4.823472677698902e+20,2,Individual,1.7419696747025504,Third Owner,13334.554077380362,1130112268355.6414,41938707.13244566,2,1,2
2010,250000,6.431262924569239e+20,2,Individual,1.7419696747025504,Second Owner,13708.98276207154,846336337375.0051,28692708.779488586,2,1,6
2019,550000,9.245813290383375e+19,2,Individual,1.7419696747025504,First Owner,17459.95583549567,847042247651.0764,33344577.248681847,1,2,6
2012,180000,4.501914628324835e+20,2,Individual,1.7419696747025504,First Owner,17386.407343859908,576678611915.7937,22858161.885924164,1,1,0
2016,425000,5.4665887764470366e+20,1,Individual,1.7419696747025504,First Owner,21531.867781512243,1059521240748.518,39967576.425160386,1,1,9
2019,409999,2.0098397456758142e+20,2,Individual,1.7419696747025504,First Owner,19218.433408241744,848454068203.2189,34211874.75988737,1,1,4
2018,438999,2.0098397456758142e+20,2,Individual,1.7419696747025504,First Owner,19218.433408241744,848454068203.2189,34211874.75988737,1,1,4
2014,225000,8.039053171439575e+20,2,Individual,1.7419696747025504,First Owner,16309.924875372764,847748157927.1477,27525799.4007757,1,1,6
2017,580000,7.63710560972199e+20,1,Individual,1.7419696747025504,First Owner,13949.686916515871,1783079273721.5332,25933125.7892892,1,2,3
2008,200000,8.039053171439575e+20,2,Individual,1.7419696747025504,First Owner,14979.365799416611,918339185534.2711,34921481.81451007,1,1,6
2006,75000,7.235158048004406e+20,2,Individual,1.7419696747025504,Second Owner,15915.437511144559,883043671730.7094,30269613.345316812,2,1,6
